,End Reason,End Period,End Clock,End Spot,Offense Wins,Offense Losses,Offense Conference Rank,Defense Wins,Defense Losses,Defense Conference Rank,Offense Home Team
2695,1,3,15.0,19,9.0,4.0,10,0.0,10.0,0,1
2696,0,1,348.0,38,10.0,3.0,10,7.0,6.0,5,1
2697,1,1,195.0,23,7.0,6.0,5,10.0,3.0,10,0
2698,1,2,576.0,12,7.0,6.0,5,10.0,3.0,10,0
2699,0,4,733.0,24,10.0,3.0,10,7.0,6.0,5,1
2700,1,2,759.0,4,7.0,6.0,5,0.0,10.0,0,1
2701,0,4,812.0,8,0.0,10.0,0,7.0,6.0,5,0
2702,1,4,585.0,8,7.0,6.0,5,0.0,10.0,0,1
2703,1,4,110.0,8,7.0,6.0,5,0.0,10.0,0,1
2704,1,2,703.0,11,3.0,9.0,5,3.0,9.0,10,0
2705,1,2,170.0,37,3.0,9.0,10,3.0,9.0,5,1
2706,1,2,5.0,28,3.0,9.0,5,3.0,9.0,10,0
2707,1,4,538.0,1,3.0,9.0,5,3.0,9.0,10,0
2708,1,1,673.0,10,9.0,4.0,10,2.0,10.0,5,0
2709,0,1,22.0,32,2.0,10.0,5,9.0,4.0,10,1
2710,1,2,170.0,34,7.0,6.0,10,9.0,4.0,10,1
2711,1,3,192.0,1,9.0,4.0,10,7.0,6.0,10,0
2712,1,4,251.0,27,7.0,6.0,10,9.0,4.0,10,1
2713,1,2,828.0,13,12.0,1.0,10,9.0,4.0,10,0
2714,1,2,629.0,7,11.0,3.0,10,9.0,5.0,10,1
2715,1,4,857.0,4,9.0,5.0,10,11.0,3.0,10,0
2716,1,4,693.0,35,9.0,5.0,10,11.0,3.0,10,0
2717,1,4,340.0,17,11.0,3.0,10,9.0,5.0,10,1
2718,1,4,57.0,18,11.0,3.0,10,9.0,5.0,10,1
2719,1,2,811.0,15,3.0,9.0,10,5.0,7.0,5,0
2720,1,2,599.0,32,5.0,7.0,5,3.0,9.0,10,1
2721,0,2,290.0,30,3.0,9.0,10,5.0,7.0,5,0
2722,0,2,145.0,32,5.0,7.0,5,3.0,9.0,10,1
2723,1,4,241.0,25,5.0,7.0,5,3.0,9.0,10,1
2724,0,1,753.0,11,3.0,9.0,5,0.0,10.0,0,1
2725,0,1,442.0,23,0.0,10.0,0,3.0,9.0,5,0
2726,0,2,229.0,29,3.0,9.0,5,0.0,10.0,0,1
2727,1,2,49.0,14,3.0,9.0,5,0.0,10.0,0,1
2728,1,3,118.0,15,3.0,9.0,5,0.0,10.0,0,1
2729,1,1,542.0,6,14.0,0.0,10,3.0,9.0,5,1
2730,1,2,895.0,12,14.0,0.0,10,3.0,9.0,5,1
2731,0,3,420.0,22,14.0,0.0,10,3.0,9.0,5,1
2732,1,1,550.0,27,0.0,10.0,0,8.0,5.0,10,0
2733,0,2,567.0,9,8.0,5.0,10,0.0,10.0,0,1
2734,1,2,440.0,12,5.0,7.0,10,8.0,5.0,10,0
2735,1,1,762.0,31,2.0,10.0,5,0.0,10.0,0,1
2736,1,1,565.0,29,2.0,10.0,5,0.0,10.0,0,1
2737,1,3,672.0,20,2.0,10.0,5,0.0,10.0,0,1
2738,0,4,819.0,32,0.0,10.0,0,2.0,10.0,5,0
2739,1,2,386.0,7,8.0,5.0,10,5.0,7.0,5,1
2740,1,3,486.0,16,8.0,5.0,10,5.0,7.0,5,1
2741,1,2,522.0,2,8.0,5.0,10,0.0,10.0,0,1
2742,0,3,202.0,11,8.0,5.0,10,0.0,10.0,0,1
2743,0,4,274.0,22,0.0,10.0,0,8.0,5.0,10,0
2744,1,1,355.0,6,0.0,10.0,0,12.0,1.0,10,0
2745,0,1,388.0,17,0.0,10.0,0,3.0,9.0,5,0
2746,1,1,141.0,11,3.0,9.0,5,0.0,10.0,0,1
2747,1,3,603.0,29,0.0,10.0,0,3.0,9.0,5,0
2748,0,3,170.0,21,3.0,9.0,5,0.0,10.0,0,1
2749,0,2,853.0,27,0.0,5.0,10,8.0,5.0,10,0
2750,1,2,0.0,30,8.0,5.0,10,0.0,5.0,10,1
2751,1,4,656.0,5,0.0,5.0,10,8.0,5.0,10,0
2752,1,2,467.0,20,0.0,10.0,0,7.0,6.0,10,0
2753,0,2,29.0,29,7.0,6.0,10,0.0,10.0,0,1
2754,0,3,243.0,21,0.0,10.0,0,7.0,6.0,10,0
2755,1,1,51.0,27,9.0,4.0,5,13.0,1.0,10,0
2756,1,3,39.0,25,9.0,4.0,5,13.0,1.0,10,0
2757,0,4,689.0,22,13.0,1.0,10,9.0,4.0,5,1
2758,1,1,307.0,3,7.0,6.0,10,8.0,5.0,10,0
2759,1,2,751.0,32,8.0,5.0,10,7.0,6.0,10,1
2760,1,2,501.0,22,7.0,6.0,10,8.0,5.0,10,0
2761,1,2,149.0,5,7.0,6.0,10,8.0,5.0,10,0
2762,1,3,330.0,18,7.0,6.0,10,8.0,5.0,10,0
2763,1,4,801.0,17,7.0,6.0,10,8.0,5.0,10,0
2764,1,4,380.0,24,8.0,5.0,10,7.0,6.0,10,1
2765,1,2,464.0,21,3.0,9.0,10,0.0,10.0,0,1
2766,0,2,111.0,28,3.0,9.0,10,0.0,10.0,0,1
2767,0,3,441.0,35,0.0,10.0,0,3.0,9.0,10,0
2768,1,3,116.0,28,0.0,10.0,0,3.0,9.0,10,0
2769,1,1,533.0,4,4.0,8.0,10,5.0,7.0,5,1
2770,1,3,323.0,15,4.0,8.0,10,5.0,7.0,5,1
2771,1,4,725.0,17,5.0,7.0,5,4.0,8.0,10,0
2772,1,4,575.0,21,4.0,8.0,10,5.0,7.0,5,1
2773,0,4,400.0,5,4.0,8.0,10,5.0,7.0,5,1
2774,1,1,153.0,29,7.0,6.0,10,11.0,2.0,10,1
2775,1,2,622.0,15,9.0,4.0,10,2.0,10.0,10,1
2776,1,2,2.0,5,9.0,4.0,10,2.0,10.0,10,1
2777,1,3,563.0,7,9.0,4.0,10,2.0,10.0,10,1
2778,0,2,0.0,28,0.0,10.0,0,2.0,10.0,10,0
2779,0,5,0.0,24,0.0,10.0,0,2.0,10.0,10,0
2780,1,5,0.0,9,2.0,10.0,10,0.0,10.0,0,1
2781,1,1,564.0,32,12.0,2.0,5,6.0,7.0,10,0
2782,1,1,193.0,22,6.0,7.0,10,12.0,2.0,5,1
2783,1,2,796.0,14,12.0,2.0,5,6.0,7.0,10,0
2784,0,3,459.0,34,12.0,2.0,5,6.0,7.0,10,0
2785,1,3,153.0,15,6.0,7.0,10,12.0,2.0,5,1
2786,1,4,3.0,25,12.0,2.0,5,6.0,7.0,10,0
2787,0,1,657.0,11,6.0,6.0,5,5.0,7.0,10,0
2788,1,1,46.0,17,6.0,6.0,5,5.0,7.0,10,0
2789,1,2,161.0,25,6.0,6.0,5,5.0,7.0,10,0
2790,1,2,0.0,22,5.0,7.0,10,6.0,6.0,5,1
2791,0,3,688.0,9,5.0,7.0,10,6.0,6.0,5,1
2792,1,2,374.0,10,10.0,3.0,5,2.0,10.0,5,1
2793,1,1,285.0,17,6.0,7.0,10,8.0,5.0,5,1
2794,1,2,326.0,3,8.0,5.0,5,6.0,7.0,10,0
2795,1,4,313.0,22,6.0,7.0,10,8.0,5.0,5,1
2796,1,4,63.0,13,8.0,5.0,5,6.0,7.0,10,0
2797,1,1,105.0,19,7.0,6.0,5,8.0,5.0,10,0
2798,1,2,734.0,14,7.0,6.0,5,8.0,5.0,10,0
2799,1,2,507.0,21,8.0,5.0,10,7.0,6.0,5,1
2800,1,2,51.0,27,8.0,5.0,10,7.0,6.0,5,1
2801,1,2,9.0,9,10.0,4.0,10,4.0,8.0,5,1
2802,0,4,884.0,37,10.0,4.0,10,4.0,8.0,5,1
2803,1,4,725.0,24,4.0,8.0,5,10.0,4.0,10,0
2804,0,1,275.0,30,8.0,5.0,10,5.0,7.0,5,0
2805,1,4,7.0,16,8.0,5.0,10,5.0,7.0,5,0
2806,0,1,746.0,31,3.0,10.0,5,0.0,10.0,0,1
2807,1,1,595.0,13,0.0,10.0,0,3.0,10.0,5,0
2808,1,1,0.0,30,1.0,11.0,5,5.0,7.0,5,1
2809,1,2,569.0,19,5.0,7.0,5,1.0,11.0,5,0
2810,1,2,338.0,19,5.0,7.0,10,0.0,10.0,0,1
2811,1,1,67.0,15,2.0,10.0,5,9.0,5.0,5,1
2812,1,2,6.0,27,9.0,5.0,5,2.0,10.0,5,0
2813,1,3,801.0,29,9.0,5.0,5,2.0,10.0,5,0
2814,1,4,46.0,1,2.0,10.0,5,9.0,5.0,5,1
2815,1,5,0.0,17,9.0,5.0,5,2.0,10.0,5,0
2816,1,5,0.0,5,2.0,10.0,5,9.0,5.0,5,1
2817,0,4,889.0,12,6.0,6.0,5,0.0,10.0,0,1
2818,1,3,228.0,8,7.0,6.0,5,0.0,10.0,0,1
2819,1,4,138.0,17,7.0,6.0,5,0.0,10.0,0,1
2820,0,1,648.0,31,0.0,12.0,5,8.0,5.0,10,0
2821,1,2,212.0,16,0.0,12.0,5,8.0,5.0,10,0
2822,1,4,777.0,2,8.0,5.0,10,0.0,12.0,5,1
2823,1,4,6.0,32,8.0,5.0,10,0.0,12.0,5,1
2824,1,2,896.0,1,11.0,2.0,10,9.0,4.0,10,1
2825,0,2,109.0,26,9.0,4.0,10,11.0,2.0,10,0
2826,1,2,0.0,3,9.0,4.0,10,11.0,2.0,10,0
2827,1,3,283.0,5,11.0,2.0,10,9.0,4.0,10,1
2828,0,1,439.0,19,9.0,4.0,10,10.0,4.0,5,1
2829,1,1,140.0,14,10.0,4.0,5,9.0,4.0,10,0
2830,1,1,619.0,11,10.0,3.0,10,5.0,7.0,10,1
2831,1,2,0.0,6,5.0,7.0,10,10.0,3.0,10,0
2832,0,3,372.0,29,10.0,3.0,10,5.0,7.0,10,1
2833,0,2,0.0,33,4.0,8.0,10,11.0,2.0,10,0
2834,1,1,669.0,17,9.0,4.0,10,0.0,10.0,0,1
2835,1,2,64.0,3,9.0,4.0,10,0.0,10.0,0,1
2836,0,3,644.0,13,9.0,4.0,10,0.0,10.0,0,1
2837,1,3,38.0,13,9.0,4.0,10,0.0,10.0,0,1
2838,1,2,513.0,11,0.0,10.0,0,4.0,8.0,5,0
2839,1,3,651.0,15,4.0,8.0,5,0.0,10.0,0,1
2840,1,4,805.0,32,0.0,10.0,0,4.0,8.0,5,0
2841,0,4,75.0,17,4.0,8.0,5,0.0,10.0,0,1
2842,0,2,562.0,33,10.0,3.0,5,2.0,10.0,5,0
2843,0,2,1.0,36,10.0,3.0,5,2.0,10.0,5,0
2844,0,3,741.0,19,10.0,3.0,5,2.0,10.0,5,0
2845,1,4,13.0,8,10.0,3.0,5,2.0,10.0,5,0
2846,0,1,783.0,9,7.0,6.0,5,8.0,5.0,5,1
2847,1,2,680.0,10,8.0,5.0,5,7.0,6.0,5,0
2848,1,2,450.0,4,7.0,6.0,5,8.0,5.0,5,1
2849,1,2,0.0,19,7.0,6.0,5,8.0,5.0,5,1
2850,1,4,738.0,33,8.0,5.0,5,7.0,6.0,5,0
2851,0,1,585.0,7,6.0,6.0,10,6.0,6.0,5,0
2852,0,3,361.0,30,6.0,6.0,10,6.0,6.0,5,0
2853,1,4,32.0,30,6.0,6.0,5,6.0,6.0,10,1
2854,1,1,644.0,9,7.0,6.0,10,7.0,6.0,10,0
2855,1,1,307.0,14,7.0,6.0,10,7.0,6.0,10,1
2856,0,2,0.0,33,7.0,6.0,10,7.0,6.0,10,0
2857,1,3,840.0,22,7.0,6.0,10,7.0,6.0,10,0
2858,1,3,593.0,14,7.0,6.0,10,7.0,6.0,10,0
2859,1,3,159.0,30,7.0,6.0,10,7.0,6.0,10,0
2860,1,4,596.0,11,7.0,6.0,10,7.0,6.0,10,1
2861,1,2,627.0,28,2.0,10.0,5,9.0,4.0,10,0
2862,0,2,391.0,21,9.0,4.0,10,2.0,10.0,5,1
2863,1,1,540.0,4,5.0,7.0,10,4.0,8.0,5,0
2864,1,2,282.0,7,5.0,7.0,10,4.0,8.0,5,0
2865,0,2,0.0,21,5.0,7.0,10,4.0,8.0,5,0
2866,0,4,531.0,16,5.0,7.0,10,4.0,8.0,5,0
2867,1,1,383.0,14,11.0,2.0,5,3.0,9.0,5,0
2868,1,2,855.0,3,11.0,2.0,5,3.0,9.0,5,0
2869,1,2,363.0,12,3.0,9.0,5,11.0,2.0,5,1
2870,1,2,818.0,26,5.0,7.0,5,5.0,7.0,10,1
2871,0,2,628.0,10,5.0,7.0,10,5.0,7.0,5,0
2872,0,2,4.0,7,5.0,7.0,5,5.0,7.0,10,1
2873,1,3,222.0,14,5.0,7.0,5,5.0,7.0,10,1
2874,1,1,271.0,26,10.0,4.0,5,4.0,8.0,5,1
2875,0,2,0.0,17,10.0,4.0,5,4.0,8.0,5,1
2876,1,3,163.0,11,10.0,3.0,10,7.0,6.0,5,1
2877,1,4,845.0,12,7.0,6.0,5,10.0,3.0,10,0
2878,1,3,189.0,11,12.0,1.0,5,3.0,9.0,10,0
2879,1,4,419.0,8,12.0,1.0,5,3.0,9.0,10,0
2880,1,4,279.0,15,12.0,1.0,5,3.0,9.0,10,0
2881,1,1,359.0,3,5.0,7.0,10,8.0,5.0,10,1
2882,0,2,102.0,16,5.0,7.0,10,8.0,5.0,10,1
2883,1,2,0.0,36,8.0,5.0,10,5.0,7.0,10,0
2884,0,3,211.0,27,8.0,5.0,10,5.0,7.0,10,0
2885,1,2,123.0,3,1.0,11.0,10,6.0,7.0,5,1
2886,1,2,42.0,23,1.0,11.0,10,6.0,7.0,5,1
2887,1,4,660.0,3,6.0,7.0,5,1.0,11.0,10,0
2888,1,1,13.0,26,8.0,5.0,5,5.0,7.0,10,0
2889,1,2,376.0,11,8.0,5.0,5,5.0,7.0,10,0
2890,1,2,0.0,17,8.0,5.0,5,5.0,7.0,10,0
2891,1,1,592.0,20,9.0,5.0,5,9.0,4.0,10,0
2892,0,2,564.0,6,9.0,5.0,5,9.0,4.0,10,0
2893,1,2,260.0,6,9.0,5.0,5,9.0,4.0,10,0
2894,0,1,744.0,23,8.0,5.0,10,0.0,12.0,5,0
2895,1,1,374.0,23,0.0,12.0,5,8.0,5.0,10,1
2896,1,2,57.0,14,0.0,12.0,5,8.0,5.0,10,1
2897,0,2,4.0,32,8.0,5.0,10,0.0,12.0,5,0
2898,0,2,896.0,30,10.0,3.0,10,8.0,5.0,5,1
2899,1,2,0.0,40,10.0,3.0,10,8.0,5.0,5,1
2900,0,4,355.0,28,8.0,5.0,5,10.0,3.0,10,0
2901,1,4,16.0,24,8.0,5.0,5,10.0,3.0,10,0
2902,1,5,0.0,5,10.0,3.0,10,8.0,5.0,5,1
2903,1,1,685.0,12,13.0,1.0,10,7.0,6.0,5,0
2904,1,2,679.0,5,7.0,6.0,5,13.0,1.0,10,1
2905,1,2,487.0,15,13.0,1.0,10,7.0,6.0,5,0
2906,1,1,489.0,15,11.0,3.0,10,9.0,4.0,10,0
2907,0,2,554.0,22,11.0,3.0,10,9.0,4.0,10,0
2908,1,2,345.0,17,9.0,4.0,10,11.0,3.0,10,1
2909,0,4,654.0,9,9.0,4.0,10,11.0,3.0,10,1
2910,0,4,225.0,13,9.0,4.0,10,11.0,3.0,10,1
2911,1,1,529.0,14,14.0,0.0,5,8.0,5.0,5,0
2912,1,2,584.0,20,8.0,5.0,5,14.0,0.0,5,1
2913,1,3,748.0,13,14.0,0.0,5,8.0,5.0,5,0
2914,1,3,192.0,10,8.0,5.0,5,14.0,0.0,5,1
2915,1,4,240.0,6,14.0,0.0,5,8.0,5.0,5,0
2916,1,1,434.0,8,4.0,8.0,10,3.0,9.0,5,0
2917,0,3,266.0,21,4.0,8.0,10,3.0,9.0,5,0
2918,1,2,0.0,18,14.0,0.0,10,2.0,10.0,5,1
2919,1,4,702.0,2,14.0,0.0,10,2.0,10.0,5,1
2920,1,2,37.0,6,4.0,8.0,10,6.0,6.0,5,1
2921,1,1,146.0,18,8.0,5.0,10,8.0,5.0,10,0
2922,1,2,0.0,19,8.0,5.0,10,8.0,5.0,10,0
2923,1,3,80.0,6,8.0,5.0,10,8.0,5.0,10,1
2924,1,4,441.0,6,8.0,5.0,10,8.0,5.0,10,1
2925,1,4,130.0,13,8.0,5.0,10,8.0,5.0,10,0
2926,1,1,444.0,28,8.0,5.0,10,9.0,4.0,10,1
2927,1,2,555.0,25,8.0,5.0,10,9.0,4.0,10,1
2928,1,3,67.0,11,9.0,4.0,10,8.0,5.0,10,0
2929,1,1,622.0,22,8.0,5.0,10,4.0,8.0,10,0
2930,1,2,460.0,13,8.0,5.0,10,4.0,8.0,10,0
2931,0,2,8.0,27,8.0,5.0,10,4.0,8.0,10,0
2932,1,4,345.0,17,8.0,5.0,10,4.0,8.0,10,0
2933,1,2,0.0,15,7.0,6.0,10,11.0,2.0,5,0
2934,1,4,621.0,17,7.0,6.0,10,11.0,2.0,5,0
2935,0,4,291.0,24,7.0,6.0,10,11.0,2.0,5,0
2936,1,1,123.0,9,6.0,6.0,10,7.0,6.0,10,0
2937,1,2,891.0,21,7.0,6.0,10,6.0,6.0,10,1
2938,1,2,300.0,17,7.0,6.0,10,6.0,6.0,10,1
2939,0,4,883.0,23,6.0,6.0,10,7.0,6.0,10,0
2940,1,4,595.0,22,7.0,6.0,10,6.0,6.0,10,1
2941,1,2,0.0,9,5.0,7.0,5,8.0,5.0,5,0
2942,1,3,79.0,27,8.0,5.0,5,5.0,7.0,5,1
2943,1,4,362.0,5,8.0,5.0,5,5.0,7.0,5,1
2944,1,4,93.0,25,8.0,5.0,5,5.0,7.0,5,1
2945,1,1,456.0,6,12.0,2.0,5,0.0,10.0,0,1
2946,1,2,306.0,15,12.0,2.0,5,0.0,10.0,0,1
2947,0,3,573.0,9,0.0,10.0,0,12.0,2.0,5,0
2948,1,2,648.0,6,9.0,5.0,10,8.0,5.0,10,1
2949,1,2,466.0,16,9.0,5.0,10,8.0,5.0,10,1
2950,1,2,117.0,15,9.0,5.0,10,8.0,5.0,10,1
2951,1,3,556.0,35,9.0,5.0,10,8.0,5.0,10,1
2952,1,4,656.0,24,9.0,5.0,10,8.0,5.0,10,1
2953,1,4,121.0,17,9.0,5.0,10,8.0,5.0,10,1
2954,0,1,662.0,18,7.0,6.0,5,3.0,9.0,10,0
2955,1,2,815.0,3,3.0,9.0,10,7.0,6.0,5,1
2956,0,4,756.0,20,7.0,6.0,5,3.0,9.0,10,0
2957,1,1,693.0,20,13.0,1.0,10,7.0,6.0,10,1
2958,1,1,180.0,7,7.0,6.0,10,13.0,1.0,10,0
2959,1,2,356.0,3,7.0,6.0,10,13.0,1.0,10,0
2960,1,2,51.0,11,13.0,1.0,10,7.0,6.0,10,1
2961,1,3,573.0,18,13.0,1.0,10,7.0,6.0,10,1
2962,1,2,746.0,30,4.0,8.0,5,8.0,5.0,5,0
2963,1,2,395.0,12,8.0,5.0,5,4.0,8.0,5,1
2964,1,2,0.0,23,8.0,5.0,5,4.0,8.0,5,1
2965,1,3,572.0,29,4.0,8.0,5,8.0,5.0,5,0
2966,0,3,188.0,2,8.0,5.0,5,4.0,8.0,5,1
2967,0,4,888.0,24,8.0,5.0,5,4.0,8.0,5,1
2968,1,2,595.0,3,8.0,5.0,10,11.0,2.0,10,0
2969,1,3,107.0,3,11.0,2.0,10,8.0,5.0,10,1
2970,1,4,892.0,23,11.0,2.0,10,8.0,5.0,10,1
2971,1,3,681.0,19,5.0,7.0,10,5.0,7.0,10,0
2972,1,3,23.0,14,5.0,7.0,10,5.0,7.0,10,1
2973,1,1,716.0,3,7.0,6.0,10,5.0,7.0,5,0
2974,1,2,109.0,19,7.0,6.0,10,5.0,7.0,5,0
2975,0,4,768.0,4,5.0,7.0,5,7.0,6.0,10,1
2976,1,1,574.0,9,7.0,6.0,10,4.0,8.0,10,1
2977,1,3,689.0,5,4.0,8.0,10,7.0,6.0,10,0
2978,0,3,593.0,11,4.0,8.0,10,7.0,6.0,10,0
2979,1,3,298.0,25,4.0,8.0,10,7.0,6.0,10,0
2980,1,2,686.0,23,6.0,6.0,5,9.0,4.0,10,0
2981,1,2,0.0,35,9.0,4.0,10,6.0,6.0,5,1
2982,1,1,723.0,6,4.0,8.0,5,0.0,10.0,0,1
2983,1,1,560.0,31,0.0,10.0,0,4.0,8.0,5,0
2984,1,2,79.0,27,4.0,8.0,5,0.0,10.0,0,1
2985,1,4,230.0,25,0.0,10.0,0,4.0,8.0,5,0
2986,0,2,341.0,13,7.0,6.0,5,7.0,6.0,5,0
2987,0,4,641.0,17,7.0,6.0,5,7.0,6.0,5,0
2988,1,4,526.0,14,7.0,6.0,5,7.0,6.0,5,1
2989,1,4,199.0,13,7.0,6.0,5,7.0,6.0,5,0
2990,1,3,48.0,11,10.0,3.0,5,2.0,10.0,10,0
2991,1,4,374.0,25,2.0,10.0,10,10.0,3.0,5,1
2992,0,4,90.0,25,2.0,10.0,10,10.0,3.0,5,1
2993,1,4,0.0,2,10.0,3.0,5,2.0,10.0,10,0
2994,1,2,396.0,3,2.0,10.0,5,0.0,10.0,0,1
2995,1,4,275.0,16,2.0,10.0,5,0.0,10.0,0,1
2996,1,1,646.0,19,5.0,7.0,10,0.0,12.0,5,1
2997,1,1,332.0,26,0.0,12.0,5,5.0,7.0,10,0
2998,0,2,558.0,30,8.0,5.0,10,6.0,7.0,10,0
2999,1,2,636.0,24,9.0,4.0,10,0.0,10.0,0,1
3000,1,3,691.0,11,0.0,10.0,0,9.0,4.0,10,0
3001,1,4,564.0,15,0.0,10.0,0,9.0,4.0,10,0
3002,0,2,70.0,23,6.0,5.0,0,8.0,5.0,10,0
3003,1,4,748.0,26,8.0,5.0,10,6.0,5.0,0,1
3004,1,3,561.0,11,0.0,5.0,10,9.0,5.0,5,1
3005,0,3,142.0,30,9.0,5.0,5,0.0,5.0,10,0
3006,0,4,824.0,20,0.0,5.0,10,9.0,5.0,5,1
3007,1,4,381.0,5,9.0,5.0,5,0.0,5.0,10,0
3008,1,1,683.0,2,6.0,7.0,5,5.0,7.0,5,0
3009,0,1,479.0,14,6.0,7.0,5,5.0,7.0,5,0
3010,1,2,0.0,29,6.0,7.0,5,5.0,7.0,5,0
3011,0,3,367.0,7,5.0,7.0,5,6.0,7.0,5,1
3012,0,2,656.0,25,3.0,10.0,5,4.0,8.0,5,1
3013,1,3,420.0,12,4.0,8.0,5,3.0,10.0,5,0
3014,0,1,600.0,35,1.0,11.0,5,8.0,5.0,5,1
3015,1,1,105.0,7,8.0,5.0,5,1.0,11.0,5,0
3016,0,2,502.0,23,8.0,5.0,5,1.0,11.0,5,0
3017,0,2,0.0,25,8.0,5.0,5,1.0,11.0,5,0
3018,1,3,712.0,12,8.0,5.0,5,1.0,11.0,5,0
3019,1,3,545.0,6,8.0,5.0,5,1.0,11.0,5,0
3020,1,2,623.0,23,5.0,7.0,10,0.0,10.0,0,0
3021,1,1,431.0,25,6.0,7.0,10,6.0,6.0,5,0
3022,0,1,107.0,34,6.0,7.0,10,6.0,6.0,5,0
3023,1,2,194.0,5,6.0,6.0,5,6.0,7.0,10,1
3024,1,3,334.0,29,6.0,6.0,5,6.0,7.0,10,1
3025,1,2,157.0,25,0.0,10.0,0,9.0,5.0,5,0
3026,0,2,9.0,9,9.0,5.0,5,0.0,10.0,0,1
3027,0,2,0.0,26,9.0,5.0,5,0.0,10.0,0,1
3028,0,3,606.0,23,9.0,5.0,5,0.0,10.0,0,1
3029,1,2,350.0,17,2.0,10.0,5,9.0,4.0,10,0
3030,0,2,27.0,27,9.0,4.0,10,2.0,10.0,5,1
3031,1,4,542.0,11,9.0,4.0,10,2.0,10.0,5,1
3032,1,4,270.0,25,9.0,4.0,10,2.0,10.0,5,1
3033,1,1,548.0,8,8.0,5.0,10,5.0,7.0,5,1
3034,0,1,179.0,33,5.0,7.0,5,8.0,5.0,10,0
3035,0,4,632.0,23,8.0,5.0,10,5.0,7.0,5,1
3036,1,1,733.0,29,8.0,5.0,10,12.0,1.0,10,1
3037,1,1,371.0,22,8.0,5.0,10,12.0,1.0,10,1
3038,1,4,802.0,6,8.0,5.0,10,12.0,1.0,10,1
3039,0,4,88.0,13,12.0,1.0,10,8.0,5.0,10,0
3040,1,3,680.0,5,10.0,3.0,5,10.0,3.0,10,0
3041,1,4,210.0,13,10.0,3.0,10,10.0,3.0,5,1
3042,1,1,0.0,8,9.0,4.0,5,11.0,2.0,10,0
3043,1,3,726.0,18,9.0,4.0,5,11.0,2.0,10,0
3044,1,3,383.0,10,11.0,2.0,10,9.0,4.0,5,1
3045,0,2,485.0,15,10.0,4.0,5,10.0,3.0,10,0
3046,1,3,202.0,11,10.0,3.0,10,10.0,4.0,5,1
3047,1,4,302.0,1,10.0,3.0,10,10.0,4.0,5,1
3048,0,2,0.0,43,5.0,7.0,10,7.0,6.0,5,1
3049,0,4,555.0,8,7.0,6.0,5,5.0,7.0,10,0
3050,1,1,463.0,22,9.0,4.0,10,3.0,9.0,5,1
3051,0,2,108.0,15,9.0,4.0,10,3.0,9.0,5,1
3052,1,2,34.0,12,9.0,4.0,10,3.0,9.0,5,1
3053,1,4,763.0,10,9.0,4.0,10,3.0,9.0,5,1
3054,0,4,204.0,28,9.0,4.0,10,3.0,9.0,5,1
3055,1,1,376.0,24,7.0,6.0,10,5.0,7.0,5,1
3056,1,1,55.0,20,5.0,7.0,5,7.0,6.0,10,0
3057,0,1,76.0,23,0.0,10.0,0,8.0,5.0,10,0
3058,0,2,345.0,17,8.0,5.0,10,0.0,10.0,0,1
3059,1,4,388.0,20,8.0,5.0,10,0.0,10.0,0,1
3060,1,1,466.0,17,3.0,9.0,10,7.0,6.0,5,0
3061,1,1,325.0,8,3.0,9.0,10,7.0,6.0,5,0
3062,1,2,273.0,9,7.0,6.0,5,3.0,9.0,10,1
3063,0,1,163.0,32,8.0,5.0,10,2.0,10.0,5,1
3064,1,3,357.0,13,2.0,10.0,5,8.0,5.0,10,0
3065,1,1,753.0,26,4.0,8.0,10,8.0,5.0,10,1
3066,0,2,353.0,9,4.0,8.0,10,8.0,5.0,10,1
3067,1,3,292.0,19,4.0,8.0,10,8.0,5.0,10,1
3068,1,4,0.0,23,4.0,8.0,10,8.0,5.0,10,1
3069,1,2,384.0,14,6.0,7.0,10,4.0,8.0,5,1
3070,1,3,816.0,25,4.0,8.0,5,6.0,7.0,10,0
3071,0,4,163.0,24,6.0,7.0,10,4.0,8.0,5,1
3072,1,1,666.0,25,9.0,4.0,10,13.0,1.0,10,0
3073,1,2,891.0,26,13.0,1.0,10,9.0,4.0,10,1
3074,1,4,229.0,17,13.0,1.0,10,9.0,4.0,10,1
3075,0,2,114.0,3,11.0,2.0,10,5.0,7.0,5,0
3076,1,2,0.0,31,11.0,2.0,10,5.0,7.0,5,0
3077,1,1,438.0,4,9.0,4.0,5,5.0,7.0,5,1
3078,1,3,700.0,2,5.0,7.0,5,9.0,4.0,5,0
3079,1,3,118.0,13,5.0,7.0,5,9.0,4.0,5,0
3080,1,4,332.0,5,9.0,4.0,5,5.0,7.0,5,1
3081,1,2,817.0,28,5.0,7.0,5,2.0,10.0,5,1
3082,1,2,435.0,12,2.0,10.0,5,5.0,7.0,5,0
3083,0,2,0.0,12,2.0,10.0,5,5.0,7.0,5,0
3084,1,2,895.0,27,5.0,7.0,10,2.0,10.0,10,0
3085,1,2,688.0,3,2.0,10.0,10,5.0,7.0,10,1
3086,1,2,134.0,10,5.0,7.0,10,2.0,10.0,10,0
3087,1,3,59.0,32,5.0,7.0,10,2.0,10.0,10,0
3088,1,1,56.0,23,10.0,4.0,10,10.0,3.0,10,0
3089,1,2,769.0,10,10.0,4.0,10,10.0,3.0,10,0
3090,1,2,323.0,2,10.0,4.0,10,10.0,3.0,10,0
3091,1,2,150.0,22,10.0,3.0,10,10.0,4.0,10,1
