,Convert,Play Number,Period Number,Offense Points,Defense Points,Distance,Spot,Play Type,Drive Number,Offense Wins,Offense Losses,Offense Conference Rank,Defense Wins,Defense Losses,Defense Conference Rank
0,True,43,1,10,0,1.0,29,1,6.0,8.0,5.0,10,4.0,8.0,10
1,True,78,2,0,17,1.0,35,1,11.0,4.0,8.0,10,8.0,5.0,10
2,False,5,1,0,0,3.0,67,1,1.0,5.0,7.0,5,8.0,6.0,5
3,True,80,2,14,14,1.0,37,1,12.0,8.0,6.0,5,5.0,7.0,5
4,False,82,2,10,3,1.0,19,1,9.0,8.0,5.0,5,0.0,10.0,0
5,False,177,4,31,12,5.0,31,1,21.0,8.0,5.0,5,0.0,10.0,0
6,True,111,3,26,0,1.0,12,1,15.0,11.0,3.0,10,0.0,10.0,0
7,True,124,3,33,0,1.0,42,1,17.0,11.0,3.0,10,0.0,10.0,0
8,True,96,2,0,28,4.0,41,1,13.0,0.0,10.0,0,3.0,9.0,5
9,True,12,1,0,0,1.0,50,1,2.0,9.0,4.0,10,0.0,10.0,0
10,False,59,2,21,0,1.0,40,1,10.0,9.0,4.0,10,0.0,10.0,0
11,True,160,4,44,17,8.0,41,1,23.0,2.0,10.0,10,0.0,10.0,0
12,True,98,3,10,27,1.0,59,1,15.0,2.0,10.0,5,7.0,6.0,10
13,False,161,4,13,34,1.0,57,1,23.0,2.0,10.0,5,7.0,6.0,10
14,False,168,4,34,13,3.0,23,1,24.0,7.0,6.0,10,2.0,10.0,5
15,True,8,1,0,0,6.0,30,1,1.0,7.0,6.0,10,0.0,10.0,0
16,True,150,4,45,7,3.0,42,1,22.0,7.0,6.0,10,0.0,10.0,0
17,False,71,2,14,3,15.0,55,1,10.0,8.0,5.0,5,5.0,7.0,5
18,False,78,2,3,14,3.0,3,1,11.0,5.0,7.0,5,8.0,5.0,5
19,False,132,3,3,24,1.0,1,1,20.0,5.0,7.0,5,8.0,5.0,5
20,True,36,1,0,0,1.0,37,1,7.0,7.0,6.0,10,6.0,7.0,10
21,True,54,2,0,0,1.0,63,1,9.0,7.0,6.0,10,6.0,7.0,10
22,True,89,3,3,0,1.0,1,1,16.0,7.0,6.0,10,6.0,7.0,10
23,True,46,2,0,3,1.0,12,1,7.0,5.0,7.0,10,9.0,4.0,10
24,False,14,1,0,0,1.0,28,1,3.0,3.0,9.0,5,5.0,7.0,5
25,True,100,3,0,28,1.0,12,1,15.0,3.0,9.0,5,5.0,7.0,5
26,False,147,4,7,35,1.0,1,1,20.0,3.0,9.0,5,5.0,7.0,5
27,False,157,4,35,7,1.0,26,1,21.0,5.0,7.0,5,3.0,9.0,5
28,False,57,2,14,13,2.0,4,1,6.0,11.0,3.0,5,4.0,8.0,5
29,False,121,3,49,0,1.0,29,1,17.0,8.0,5.0,10,2.0,10.0,5
30,True,133,4,17,14,1.0,1,1,17.0,0.0,10.0,0,5.0,7.0,10
31,False,165,4,0,27,1.0,18,1,26.0,4.0,8.0,5,5.0,7.0,10
32,False,16,1,0,0,1.0,26,1,3.0,0.0,10.0,0,12.0,1.0,5
33,False,124,3,7,35,1.0,1,1,20.0,0.0,10.0,0,12.0,1.0,5
34,False,167,4,7,49,6.0,35,1,26.0,0.0,10.0,0,12.0,1.0,5
35,True,171,4,49,7,2.0,46,1,27.0,12.0,1.0,5,0.0,10.0,0
36,True,131,3,17,27,2.0,65,1,20.0,0.0,10.0,0,10.0,3.0,5
37,True,7,1,0,0,2.0,31,1,1.0,4.0,8.0,5,0.0,10.0,0
38,False,74,2,7,0,7.0,33,1,11.0,4.0,8.0,5,0.0,10.0,0
39,True,114,4,7,0,1.0,27,1,18.0,4.0,8.0,5,0.0,10.0,0
40,False,149,4,0,17,7.0,52,1,21.0,0.0,10.0,0,4.0,8.0,5
41,True,14,1,0,0,1.0,45,1,3.0,4.0,8.0,10,0.0,10.0,0
42,False,42,2,7,7,1.0,34,1,6.0,0.0,10.0,0,4.0,8.0,10
43,True,75,2,7,7,1.0,21,1,11.0,4.0,8.0,10,0.0,10.0,0
44,True,111,3,28,7,1.0,24,1,17.0,4.0,8.0,10,0.0,10.0,0
45,False,154,4,7,31,11.0,41,1,22.0,0.0,10.0,0,4.0,8.0,10
46,False,21,1,0,0,1.0,5,1,3.0,10.0,4.0,10,9.0,5.0,5
47,False,159,4,27,22,9.0,26,1,21.0,9.0,5.0,5,10.0,4.0,10
48,True,89,3,28,0,16.0,74,1,13.0,13.0,1.0,10,7.0,7.0,5
49,False,187,4,55,3,3.0,24,1,26.0,8.0,5.0,5,0.0,10.0,0
50,False,112,3,17,3,14.0,53,1,17.0,3.0,9.0,10,2.0,10.0,5
51,False,171,4,31,13,9.0,25,1,25.0,3.0,9.0,10,2.0,10.0,5
52,True,12,1,0,0,1.0,1,1,1.0,9.0,4.0,10,0.0,10.0,0
53,True,91,2,0,22,10.0,49,1,12.0,0.0,10.0,0,9.0,4.0,10
54,True,123,3,25,3,1.0,21,1,16.0,9.0,4.0,10,0.0,10.0,0
55,False,151,4,39,3,3.0,3,1,20.0,9.0,4.0,10,0.0,10.0,0
56,True,160,4,39,3,6.0,22,1,22.0,9.0,4.0,10,0.0,10.0,0
57,True,101,3,35,0,2.0,8,1,15.0,5.0,7.0,10,1.0,11.0,5
58,False,21,1,0,0,10.0,32,1,4.0,5.0,7.0,5,8.0,5.0,10
59,False,22,1,0,0,1.0,45,1,2.0,4.0,8.0,5,9.0,5.0,10
60,True,104,3,14,0,1.0,49,1,15.0,9.0,5.0,10,4.0,8.0,5
61,False,130,4,21,0,2.0,34,1,17.0,9.0,5.0,10,4.0,8.0,5
62,True,137,4,0,21,1.0,20,1,18.0,4.0,8.0,5,9.0,5.0,10
63,False,79,2,0,24,2.0,51,1,11.0,0.0,10.0,0,8.0,5.0,10
64,True,88,2,24,0,2.0,29,1,12.0,8.0,5.0,10,0.0,10.0,0
65,True,169,4,19,14,1.0,42,1,24.0,8.0,5.0,5,4.0,8.0,10
66,True,60,2,7,7,2.0,40,1,8.0,0.0,10.0,0,4.0,8.0,5
67,True,132,4,28,10,1.0,53,1,22.0,4.0,8.0,5,0.0,10.0,0
68,False,88,3,0,7,1.0,20,1,12.0,0.0,10.0,0,8.0,5.0,10
69,True,152,4,14,7,1.0,29,1,23.0,8.0,5.0,10,0.0,10.0,0
70,False,201,4,25,23,25.0,29,1,33.0,13.0,0.0,5,3.0,9.0,10
71,True,147,4,24,27,1.0,56,1,23.0,7.0,6.0,10,6.0,7.0,5
72,True,164,4,24,27,1.0,3,1,25.0,7.0,6.0,10,6.0,7.0,5
73,True,71,2,7,21,1.0,25,1,8.0,6.0,7.0,5,9.0,4.0,10
74,True,180,4,17,41,1.0,1,1,21.0,6.0,7.0,5,9.0,4.0,10
75,False,195,4,45,35,1.0,28,1,28.0,10.0,4.0,10,5.0,7.0,10
76,True,204,4,35,52,2.0,43,1,30.0,5.0,7.0,10,10.0,4.0,10
77,False,40,2,0,7,1.0,27,1,7.0,0.0,10.0,0,0.0,5.0,10
78,True,62,2,0,14,1.0,1,1,9.0,0.0,10.0,0,0.0,5.0,10
79,True,42,2,0,7,1.0,1,1,5.0,3.0,9.0,5,5.0,7.0,5
80,True,160,4,10,27,1.0,56,1,22.0,3.0,9.0,5,5.0,7.0,5
81,True,23,1,7,0,1.0,53,1,4.0,7.0,6.0,5,0.0,10.0,0
82,False,48,2,0,14,2.0,20,1,7.0,0.0,10.0,0,7.0,6.0,5
83,True,115,3,21,0,1.0,46,1,19.0,7.0,6.0,5,0.0,10.0,0
84,False,152,3,7,35,1.0,1,1,23.0,0.0,10.0,0,7.0,6.0,5
85,False,172,4,42,7,1.0,44,1,28.0,7.0,6.0,5,0.0,10.0,0
86,False,166,4,26,3,11.0,35,1,28.0,11.0,2.0,5,4.0,8.0,5
87,True,7,1,0,0,1.0,43,1,1.0,10.0,3.0,10,0.0,10.0,0
88,False,59,2,0,27,20.0,85,1,9.0,0.0,10.0,0,12.0,2.0,10
89,False,111,3,50,0,1.0,71,1,19.0,12.0,2.0,10,0.0,10.0,0
90,True,44,2,7,0,2.0,33,1,7.0,9.0,4.0,10,6.0,6.0,5
91,True,11,1,0,0,1.0,48,1,2.0,2.0,10.0,5,0.0,10.0,0
92,False,45,2,0,9,1.0,43,1,8.0,2.0,10.0,5,0.0,10.0,0
93,True,58,2,0,9,1.0,61,1,10.0,2.0,10.0,5,0.0,10.0,0
94,True,166,4,49,7,1.0,50,1,26.0,8.0,5.0,10,0.0,10.0,0
95,True,52,1,14,0,1.0,49,1,8.0,7.0,6.0,5,6.0,6.0,5
96,True,56,1,14,0,2.0,39,1,8.0,7.0,6.0,5,6.0,6.0,5
97,True,9,1,0,0,1.0,37,1,1.0,6.0,6.0,5,4.0,8.0,10
98,False,36,1,3,7,2.0,28,1,3.0,6.0,6.0,5,4.0,8.0,10
99,False,81,2,14,3,1.0,33,1,8.0,4.0,8.0,10,6.0,6.0,5
100,False,143,4,9,14,4.0,27,1,19.0,6.0,6.0,5,4.0,8.0,10
101,False,135,3,28,17,2.0,4,1,18.0,11.0,2.0,10,0.0,10.0,0
102,True,170,3,17,35,1.0,31,1,22.0,0.0,10.0,0,11.0,2.0,10
103,True,80,2,21,3,2.0,14,1,10.0,12.0,1.0,10,7.0,6.0,5
104,False,115,3,10,35,1.0,55,1,15.0,7.0,6.0,5,12.0,1.0,10
105,False,17,1,0,0,1.0,1,1,2.0,8.0,5.0,5,0.0,10.0,0
106,True,69,2,11,0,1.0,12,1,9.0,8.0,5.0,5,0.0,10.0,0
107,True,159,4,34,7,8.0,26,1,20.0,8.0,5.0,5,0.0,10.0,0
108,True,78,2,6,21,2.0,23,1,9.0,0.0,10.0,0,8.0,5.0,5
109,True,106,3,24,13,1.0,40,1,11.0,8.0,5.0,5,0.0,10.0,0
110,True,38,1,14,0,1.0,33,1,6.0,12.0,1.0,10,5.0,7.0,10
111,True,159,4,45,7,1.0,38,1,24.0,12.0,1.0,10,5.0,7.0,10
112,True,170,4,45,7,9.0,10,1,26.0,12.0,1.0,10,5.0,7.0,10
113,True,54,2,3,0,2.0,35,1,8.0,9.0,4.0,10,2.0,11.0,10
114,True,137,4,6,25,3.0,3,1,19.0,2.0,11.0,10,9.0,4.0,10
115,True,174,4,39,13,3.0,36,1,24.0,9.0,4.0,10,2.0,11.0,10
116,True,103,3,17,10,1.0,1,1,12.0,7.0,6.0,10,5.0,7.0,5
117,True,51,2,7,7,1.0,26,1,5.0,4.0,8.0,5,4.0,8.0,5
118,False,82,2,17,14,2.0,16,1,9.0,4.0,8.0,5,4.0,8.0,5
119,True,89,3,17,14,1.0,71,1,11.0,4.0,8.0,5,4.0,8.0,5
120,False,47,2,0,7,16.0,75,1,7.0,7.0,6.0,5,5.0,7.0,10
121,True,141,4,28,17,2.0,20,1,19.0,5.0,7.0,10,7.0,6.0,5
122,True,154,4,17,31,1.0,46,1,20.0,7.0,6.0,5,5.0,7.0,10
123,False,158,4,17,31,9.0,43,1,20.0,7.0,6.0,5,5.0,7.0,10
124,False,77,2,0,10,1.0,21,1,12.0,5.0,7.0,10,7.0,6.0,10
125,True,168,4,14,17,1.0,43,1,26.0,5.0,7.0,10,4.0,8.0,10
126,False,30,1,0,0,4.0,4,1,3.0,8.0,5.0,10,7.0,6.0,5
127,True,86,2,0,0,11.0,62,1,14.0,7.0,6.0,5,8.0,5.0,10
128,False,122,3,0,10,7.0,36,1,18.0,8.0,5.0,10,7.0,6.0,5
129,True,177,4,24,7,1.0,33,1,25.0,7.0,6.0,5,8.0,5.0,10
130,True,74,2,7,3,1.0,41,1,12.0,7.0,6.0,10,7.0,6.0,10
131,True,33,1,3,14,1.0,26,1,4.0,8.0,5.0,5,12.0,2.0,5
132,False,115,3,23,28,1.0,3,1,13.0,8.0,5.0,5,12.0,2.0,5
133,True,138,4,23,35,2.0,43,1,15.0,8.0,5.0,5,12.0,2.0,5
134,True,149,4,23,35,1.0,69,1,17.0,8.0,5.0,5,12.0,2.0,5
135,True,159,4,6,20,1.0,47,1,22.0,2.0,10.0,5,12.0,2.0,10
136,False,77,2,0,45,2.0,48,1,15.0,0.0,10.0,0,6.0,6.0,5
137,True,118,3,17,0,1.0,1,1,16.0,5.0,7.0,10,7.0,6.0,5
138,True,170,4,13,27,1.0,81,1,23.0,7.0,6.0,5,5.0,7.0,10
139,False,190,4,13,27,1.0,25,1,27.0,7.0,6.0,5,5.0,7.0,10
140,True,59,2,0,30,1.0,30,1,11.0,0.0,10.0,0,4.0,8.0,10
141,True,157,4,16,19,2.0,41,1,24.0,9.0,5.0,10,9.0,4.0,10
142,True,171,4,19,16,1.0,25,1,25.0,9.0,4.0,10,9.0,5.0,10
143,False,48,2,7,0,2.0,32,1,7.0,7.0,6.0,10,6.0,6.0,5
144,True,188,4,24,24,1.0,35,1,27.0,8.0,5.0,10,4.0,8.0,5
145,False,204,5,24,31,5.0,20,1,30.0,4.0,8.0,5,8.0,5.0,10
146,False,23,1,0,0,2.0,26,1,3.0,7.0,6.0,10,0.0,10.0,0
147,False,23,1,0,7,3.0,3,1,2.0,7.0,6.0,5,0.0,10.0,0
148,True,47,2,7,7,1.0,23,1,5.0,0.0,10.0,0,7.0,6.0,5
149,True,39,2,0,7,1.0,32,1,4.0,5.0,7.0,10,0.0,10.0,0
150,True,37,2,7,0,1.0,57,1,5.0,9.0,5.0,5,9.0,4.0,10
151,False,160,4,24,3,1.0,46,1,20.0,9.0,5.0,5,9.0,4.0,10
152,True,26,1,0,7,1.0,35,1,2.0,0.0,10.0,0,2.0,10.0,5
153,True,38,1,7,3,1.0,17,1,3.0,2.0,10.0,5,0.0,10.0,0
154,True,42,2,7,3,1.0,3,1,3.0,2.0,10.0,5,0.0,10.0,0
155,False,155,4,13,30,10.0,31,1,17.0,0.0,10.0,0,2.0,10.0,5
156,True,50,2,14,3,1.0,5,1,5.0,7.0,6.0,5,4.0,8.0,5
157,True,145,4,26,42,2.0,65,1,16.0,4.0,8.0,5,7.0,6.0,5
158,True,39,1,0,7,5.0,33,1,5.0,7.0,6.0,10,13.0,1.0,10
159,False,6,1,0,0,7.0,53,1,1.0,0.0,10.0,0,7.0,7.0,5
160,False,75,2,17,7,12.0,57,1,11.0,0.0,10.0,0,7.0,7.0,5
161,True,35,1,0,14,1.0,7,1,5.0,0.0,10.0,0,2.0,10.0,5
162,False,61,2,7,13,1.0,6,1,11.0,0.0,10.0,0,5.0,7.0,10
163,True,163,4,45,3,5.0,34,1,25.0,3.0,9.0,10,0.0,10.0,0
164,True,170,4,45,3,1.0,8,1,25.0,3.0,9.0,10,0.0,10.0,0
165,False,80,2,28,14,1.0,41,1,14.0,2.0,10.0,10,4.0,8.0,5
166,False,36,1,14,0,7.0,28,1,7.0,9.0,4.0,10,5.0,7.0,5
167,False,124,3,0,35,8.0,29,1,20.0,5.0,7.0,5,9.0,4.0,10
168,False,5,1,0,0,6.0,63,1,1.0,7.0,5.0,0,5.0,7.0,10
169,True,111,3,45,7,9.0,49,1,16.0,5.0,7.0,10,7.0,5.0,0
170,False,121,3,45,7,5.0,21,1,16.0,5.0,7.0,10,7.0,5.0,0
171,False,182,4,69,10,8.0,17,1,24.0,5.0,7.0,10,7.0,5.0,0
172,False,28,1,3,0,1.0,12,1,3.0,8.0,5.0,10,8.0,5.0,5
173,False,164,4,38,3,6.0,7,1,27.0,7.0,6.0,10,0.0,10.0,0
174,True,9,1,0,0,1.0,27,1,1.0,5.0,7.0,10,0.0,10.0,0
175,True,8,1,0,0,1.0,31,1,1.0,9.0,4.0,10,3.0,9.0,5
176,False,113,3,7,21,4.0,4,1,15.0,3.0,9.0,5,9.0,4.0,10
177,False,160,4,6,16,20.0,80,1,24.0,2.0,10.0,5,3.0,9.0,10
178,True,109,3,10,7,1.0,1,1,14.0,5.0,7.0,5,8.0,5.0,10
179,False,152,4,14,24,5.0,31,1,21.0,8.0,5.0,10,5.0,7.0,5
180,True,53,2,7,3,1.0,21,1,8.0,4.0,8.0,10,0.0,10.0,0
181,False,190,4,52,3,5.0,11,1,25.0,10.0,4.0,10,0.0,10.0,0
182,False,5,1,0,0,1.0,70,1,1.0,11.0,2.0,10,7.0,6.0,5
183,False,118,3,9,14,3.0,3,1,16.0,7.0,6.0,5,11.0,2.0,10
184,False,123,3,14,9,1.0,71,1,17.0,11.0,2.0,10,7.0,6.0,5
185,True,180,4,28,19,2.0,38,1,25.0,11.0,2.0,10,7.0,6.0,5
186,False,147,4,28,10,12.0,27,1,22.0,4.0,8.0,10,4.0,8.0,5
187,True,184,4,16,28,2.0,13,1,25.0,4.0,8.0,5,4.0,8.0,10
188,True,21,1,0,0,1.0,15,1,2.0,11.0,3.0,5,1.0,11.0,5
189,True,96,3,10,6,2.0,34,1,12.0,4.0,8.0,5,5.0,7.0,10
190,False,107,3,6,17,2.0,47,1,13.0,5.0,7.0,10,4.0,8.0,5
191,False,92,2,0,7,5.0,8,1,14.0,7.0,6.0,5,2.0,10.0,5
192,True,190,4,21,13,2.0,12,1,30.0,7.0,6.0,5,2.0,10.0,5
193,False,50,2,3,0,1.0,29,1,9.0,10.0,3.0,10,4.0,8.0,5
194,True,148,3,35,23,2.0,18,1,20.0,9.0,4.0,10,8.0,5.0,5
195,True,53,2,0,14,1.0,1,1,8.0,11.0,3.0,10,12.0,2.0,10
196,True,129,3,28,20,1.0,25,1,18.0,12.0,2.0,10,11.0,3.0,10
197,True,171,4,45,20,1.0,30,1,24.0,12.0,2.0,10,11.0,3.0,10
198,True,132,3,38,14,1.0,11,1,18.0,10.0,3.0,10,3.0,9.0,5
199,True,184,4,17,59,1.0,41,1,25.0,3.0,9.0,5,10.0,3.0,10
200,False,43,2,0,14,10.0,63,1,7.0,9.0,4.0,10,11.0,2.0,10
201,False,178,4,45,14,4.0,49,1,25.0,11.0,2.0,10,9.0,4.0,10
202,True,29,1,0,0,1.0,18,1,3.0,8.0,6.0,5,9.0,4.0,10
203,False,114,3,0,14,5.0,30,1,13.0,1.0,10.0,0,4.0,8.0,10
204,True,133,4,21,28,1.0,32,1,18.0,3.0,9.0,10,5.0,7.0,5
205,False,154,4,28,35,1.0,46,1,20.0,3.0,9.0,10,5.0,7.0,5
206,False,166,4,28,42,2.0,64,1,22.0,3.0,9.0,10,5.0,7.0,5
207,True,172,4,42,28,4.0,23,1,23.0,5.0,7.0,5,3.0,9.0,10
208,False,154,4,6,6,1.0,66,1,23.0,5.0,7.0,5,8.0,5.0,10
209,True,10,1,0,0,1.0,39,1,1.0,3.0,9.0,5,0.0,10.0,0
210,True,49,2,7,7,2.0,32,1,5.0,0.0,10.0,0,3.0,9.0,5
211,False,105,3,10,21,2.0,54,1,15.0,3.0,9.0,5,0.0,10.0,0
212,False,152,4,28,10,3.0,21,1,21.0,0.0,10.0,0,3.0,9.0,5
213,False,11,1,0,0,1.0,3,1,1.0,10.0,4.0,10,7.0,5.0,0
214,True,37,1,3,0,1.0,55,1,4.0,5.0,7.0,10,13.0,3.0,0
215,False,97,3,3,0,1.0,71,1,13.0,5.0,7.0,10,13.0,3.0,0
216,True,71,2,7,14,1.0,44,1,10.0,8.0,5.0,10,9.0,4.0,10
217,True,112,3,13,14,1.0,32,1,16.0,8.0,5.0,10,9.0,4.0,10
218,False,72,2,3,28,1.0,44,1,13.0,2.0,11.0,10,9.0,4.0,10
219,True,152,4,52,3,2.0,6,1,26.0,9.0,4.0,10,2.0,11.0,10
220,True,158,4,21,28,10.0,64,1,18.0,0.0,12.0,10,10.0,3.0,5
221,True,6,1,0,0,1.0,30,1,1.0,6.0,7.0,5,9.0,4.0,5
222,True,26,1,0,7,1.0,37,1,4.0,9.0,4.0,5,6.0,7.0,5
223,False,61,2,7,14,18.0,18,1,7.0,6.0,7.0,5,9.0,4.0,5
224,False,161,4,19,29,9.0,63,1,21.0,6.0,7.0,5,9.0,4.0,5
225,False,125,3,31,14,1.0,40,1,18.0,7.0,6.0,10,4.0,8.0,5
226,True,125,3,31,14,1.0,40,1,18.0,7.0,6.0,10,4.0,8.0,5
227,False,62,2,14,7,9.0,38,1,8.0,4.0,8.0,10,2.0,11.0,10
228,True,66,2,7,14,1.0,45,1,9.0,2.0,11.0,10,4.0,8.0,10
229,True,80,2,14,10,1.0,24,1,11.0,4.0,8.0,5,0.0,10.0,0
230,True,161,4,41,7,1.0,18,1,21.0,12.0,2.0,10,2.0,10.0,5
231,True,165,4,41,7,2.0,7,1,21.0,12.0,2.0,10,2.0,10.0,5
232,True,29,1,0,3,1.0,58,1,4.0,5.0,7.0,5,5.0,7.0,10
233,False,142,4,17,17,6.0,14,1,16.0,6.0,6.0,5,7.0,6.0,5
234,False,142,4,17,17,6.0,14,1,16.0,6.0,6.0,5,7.0,6.0,5
235,True,63,2,0,13,1.0,22,1,5.0,6.0,6.0,5,12.0,1.0,5
236,False,128,3,0,49,1.0,57,1,18.0,4.0,8.0,10,10.0,3.0,5
237,False,19,1,0,0,1.0,1,1,2.0,5.0,7.0,5,8.0,6.0,5
238,True,48,2,0,7,1.0,3,1,5.0,8.0,6.0,5,5.0,7.0,5
239,False,129,4,21,21,1.0,36,1,15.0,8.0,6.0,5,5.0,7.0,5
240,True,159,4,21,24,2.0,36,1,18.0,5.0,7.0,5,8.0,6.0,5
241,False,20,1,0,0,1.0,1,1,3.0,7.0,6.0,10,7.0,6.0,5
242,False,116,3,24,27,1.0,62,1,16.0,8.0,5.0,5,4.0,8.0,10
243,True,151,4,31,41,4.0,51,1,22.0,8.0,5.0,5,4.0,8.0,10
244,False,167,4,41,31,8.0,22,1,23.0,4.0,8.0,10,8.0,5.0,5
245,False,159,4,7,46,1.0,47,1,24.0,0.0,10.0,0,9.0,4.0,10
246,True,50,2,3,7,2.0,2,1,6.0,8.0,5.0,5,8.0,5.0,5
247,False,48,2,7,7,5.0,7,1,5.0,9.0,4.0,5,2.0,10.0,5
248,True,138,4,14,37,1.0,61,1,17.0,2.0,10.0,5,9.0,4.0,5
249,False,131,4,17,3,1.0,25,1,17.0,5.0,7.0,10,6.0,6.0,5
250,False,159,4,17,3,10.0,96,1,22.0,9.0,4.0,10,2.0,10.0,10
251,True,22,1,0,7,1.0,40,1,3.0,0.0,10.0,0,4.0,8.0,5
252,True,43,2,7,0,6.0,31,1,6.0,4.0,8.0,5,0.0,10.0,0
253,True,135,3,10,14,3.0,27,1,21.0,7.0,6.0,10,5.0,7.0,5
254,False,187,4,14,20,1.0,83,1,28.0,5.0,7.0,5,7.0,6.0,10
255,False,105,3,6,21,5.0,35,1,15.0,9.0,4.0,10,8.0,5.0,10
256,False,175,4,38,27,2.0,20,1,26.0,2.0,10.0,5,0.0,10.0,0
257,False,29,1,0,0,7.0,7,1,5.0,7.0,6.0,5,9.0,4.0,10
258,True,32,1,0,0,1.0,54,1,6.0,5.0,7.0,10,4.0,8.0,10
259,False,153,4,2,3,1.0,41,1,27.0,4.0,8.0,10,5.0,7.0,10
260,False,115,3,7,27,2.0,2,1,15.0,0.0,10.0,0,9.0,4.0,10
261,False,155,3,17,59,4.0,71,1,19.0,7.0,6.0,5,10.0,4.0,10
262,True,165,4,17,62,1.0,49,1,21.0,7.0,6.0,5,10.0,4.0,10
263,False,87,2,21,0,3.0,3,1,10.0,9.0,4.0,10,3.0,9.0,5
264,True,50,2,7,10,5.0,72,1,8.0,8.0,5.0,10,4.0,8.0,5
265,True,27,1,0,14,2.0,54,1,4.0,3.0,9.0,10,7.0,6.0,5
266,True,90,2,3,36,1.0,24,1,13.0,0.0,10.0,0,9.0,4.0,10
267,True,94,2,3,36,2.0,14,1,13.0,0.0,10.0,0,9.0,4.0,10
268,True,112,3,21,7,1.0,19,1,17.0,9.0,4.0,10,7.0,7.0,5
269,True,121,3,7,28,1.0,68,1,18.0,7.0,7.0,5,9.0,4.0,10
270,True,188,4,45,7,1.0,18,1,27.0,9.0,4.0,10,7.0,7.0,5
271,False,74,2,3,20,4.0,43,1,11.0,10.0,3.0,10,4.0,8.0,10
272,True,160,3,13,20,2.0,16,1,25.0,10.0,3.0,10,4.0,8.0,10
273,True,137,4,21,10,2.0,2,1,20.0,6.0,6.0,5,2.0,10.0,5
274,True,170,4,28,10,6.0,14,1,24.0,6.0,6.0,5,2.0,10.0,5
275,False,148,4,35,3,3.0,16,1,21.0,12.0,1.0,10,10.0,3.0,10
276,True,77,2,28,3,1.0,40,1,13.0,11.0,2.0,10,3.0,9.0,10
277,True,135,3,6,45,1.0,50,1,21.0,3.0,9.0,10,11.0,2.0,10
278,False,16,1,0,0,8.0,32,1,2.0,5.0,7.0,10,4.0,8.0,5
279,False,58,2,0,14,3.0,21,1,7.0,4.0,8.0,5,5.0,7.0,10
280,True,28,1,0,0,1.0,37,1,4.0,11.0,2.0,5,5.0,7.0,10
281,False,164,4,14,21,1.0,58,1,25.0,5.0,7.0,10,11.0,2.0,5
282,True,181,4,24,14,7.0,10,1,28.0,11.0,2.0,5,5.0,7.0,10
283,True,135,3,36,0,1.0,75,1,21.0,11.0,2.0,10,1.0,11.0,5
284,True,165,4,0,43,1.0,22,1,24.0,1.0,11.0,5,11.0,2.0,10
285,True,87,2,24,0,1.0,71,1,15.0,8.0,5.0,5,0.0,10.0,0
286,True,106,2,24,0,1.0,1,1,19.0,8.0,5.0,5,0.0,10.0,0
287,False,161,3,0,55,6.0,61,1,30.0,0.0,10.0,0,8.0,5.0,5
288,True,180,3,58,0,1.0,33,1,33.0,8.0,5.0,5,0.0,10.0,0
289,True,216,4,65,0,1.0,68,1,37.0,8.0,5.0,5,0.0,10.0,0
290,True,220,4,65,0,3.0,58,1,37.0,8.0,5.0,5,0.0,10.0,0
291,False,68,2,0,7,1.0,1,1,10.0,2.0,10.0,5,9.0,5.0,5
292,True,99,3,7,7,1.0,3,1,14.0,9.0,5.0,5,2.0,10.0,5
293,True,121,3,14,21,1.0,10,1,17.0,2.0,10.0,5,9.0,5.0,5
294,True,23,1,0,7,1.0,4,1,3.0,13.0,0.0,5,3.0,9.0,5
295,True,53,2,17,7,1.0,27,1,7.0,13.0,0.0,5,3.0,9.0,5
296,True,77,2,14,14,2.0,2,1,10.0,10.0,3.0,5,7.0,6.0,10
297,True,131,3,21,31,1.0,71,1,17.0,10.0,3.0,5,7.0,6.0,10
298,False,154,4,17,20,7.0,66,1,19.0,9.0,4.0,10,10.0,4.0,10
299,False,43,2,0,3,2.0,25,1,7.0,4.0,8.0,5,0.0,10.0,0
300,False,22,1,0,0,1.0,8,1,2.0,5.0,7.0,10,5.0,7.0,10
301,True,51,2,0,7,3.0,30,1,6.0,5.0,7.0,10,5.0,7.0,10
302,True,81,2,7,14,2.0,73,1,11.0,5.0,7.0,10,5.0,7.0,10
303,True,82,2,14,7,1.0,55,1,11.0,5.0,7.0,10,9.0,4.0,10
304,False,98,2,14,7,7.0,87,1,13.0,5.0,7.0,10,9.0,4.0,10
305,False,113,3,7,14,1.0,18,1,16.0,9.0,4.0,10,5.0,7.0,10
306,True,72,2,7,14,1.0,7,1,7.0,8.0,5.0,10,4.0,8.0,10
307,False,167,4,14,31,6.0,42,1,21.0,5.0,7.0,5,6.0,6.0,5
308,False,86,2,7,35,1.0,1,1,10.0,5.0,7.0,10,12.0,2.0,10
309,True,118,3,10,7,4.0,29,1,18.0,9.0,5.0,10,4.0,8.0,5
310,True,129,3,10,7,1.0,4,1,20.0,9.0,5.0,10,4.0,8.0,5
311,False,72,2,17,7,1.0,17,1,12.0,8.0,5.0,10,4.0,8.0,10
312,True,108,3,10,17,1.0,48,1,17.0,4.0,8.0,10,8.0,5.0,10
313,True,63,2,14,0,1.0,1,1,9.0,7.0,6.0,10,0.0,10.0,0
314,False,159,4,0,47,14.0,32,1,22.0,0.0,10.0,0,7.0,6.0,10
315,False,66,2,0,14,12.0,36,1,8.0,8.0,5.0,5,7.0,6.0,5
